,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,0.17154029420883923,0.10966794405948387,0.09396989250265395,0.0761368726809649,0.1500929185360762,0.1676990804217875,0.11707928976618762,0.2731512824239208,0.15264256764855033,0.22060086441223928,0.22521018359700573,0.1398273506350843,0.2025138145825583,0.10040807048584524,0.08550039492222347,0.059336217536472544,0.08154452064721616,0.16955319177215336,0.09699225377234293,0.11016341975022086,0.18994527539013784,0.06581907329878174,0.2459834353226894,0.10679582017540797,0.05554315646779839,0.13573258240316163,0.05226604243798294,0.045068186496208716,0.27807116054691067
1,0.17154029420883923,0.0,0.12759576757083835,0.08704228259505489,0.10635714091704632,0.025835560336280688,0.028906806738272457,0.11080704033318638,0.10302534544350896,0.03219421679668644,0.051705984730508296,0.05669802497754553,0.16260169820393852,0.03688028570382887,0.09663050145433673,0.20567065774283025,0.15807518832470344,0.15904780834116672,0.03447710624140341,0.21642213952424613,0.10607776491256067,0.042236904539434524,0.11102092262507299,0.08213880702039783,0.09982106388597427,0.14990775437438741,0.038247437634210846,0.16331726987078538,0.15711499924001596,0.11277498372857746
2,0.10966794405948387,0.12759576757083835,0.0,0.06926569207061699,0.05236603245060583,0.10944434111606793,0.13861221691668293,0.04247425814485747,0.22255028538980748,0.10327242505611602,0.17514846685898755,0.17925388554109323,0.04569867082713736,0.16437671923347769,0.03672827384948462,0.08989481022093464,0.05880516976923385,0.053334892534466175,0.1090201844341099,0.09906558595463066,0.0223858684056301,0.1204142087585774,0.07563297178059294,0.2063163315849977,0.032992097302883765,0.05621275750246625,0.09829304000566533,0.07127289197002133,0.06827564202121632,0.23815410879285298
3,0.09396989250265395,0.08704228259505489,0.06926569207061699,0.0,0.027682581393419847,0.06248001822044158,0.09484454532190006,0.049677807768082935,0.18691295799604823,0.06144914692949361,0.13866830207973221,0.14368659634371644,0.10666595090391288,0.12113745806086654,0.035305466549837725,0.12740041797088741,0.08245061718406671,0.07760526225878886,0.08789601675861024,0.1352830198595471,0.05155097081818765,0.09973867328811044,0.049842925702291985,0.16806265429258957,0.051574169962684185,0.0716441969317485,0.057685693644529384,0.08950514403305625,0.0784650954130895,0.19701898863598183
4,0.0761368726809649,0.10635714091704632,0.05236603245060583,0.027682581393419847,0.0,0.08410375888168144,0.11122203243950649,0.0504172500503835,0.20822161896559682,0.08306929776670594,0.1575374095211401,0.16222776877138892,0.09316152289860903,0.14160743611525112,0.026274346709995462,0.1022885784690093,0.05549569324108475,0.05955537797291181,0.10010928864636442,0.11281725842426647,0.04087560208884729,0.11646971806728834,0.03385478775342152,0.1867814204719543,0.03870268494845793,0.04534498745110666,0.07191582730154523,0.06263733342079285,0.05283696998456832,0.21839835699179655
5,0.1500929185360762,0.025835560336280688,0.10944434111606793,0.06248001822044158,0.08410375888168144,0.0,0.0433167094672404,0.0889338139040797,0.12502404922759114,0.013223210907553785,0.07675649465716036,0.08193228683089761,0.14482096327905952,0.05957574506027379,0.07627524710195356,0.18474190985782388,0.13775395007762722,0.1358737101504976,0.04318045171129105,0.19422885788975366,0.08742127509263364,0.05070744053651875,0.09255668912323532,0.10676941356445135,0.0829667021737379,0.12871281265767445,0.027330685027018006,0.1436581071823157,0.1359434080425483,0.13519478397213905
6,0.1676990804217875,0.028906806738272457,0.13861221691668293,0.09484454532190006,0.11122203243950649,0.0433167094672404,0.0,0.12711293894576609,0.11137144060467011,0.054445258528496826,0.055481983968113796,0.05956305280838798,0.1778806310777473,0.04045895134114394,0.1060819037291575,0.2097824875823759,0.16026064492970366,0.16834858798242713,0.04820490715331526,0.22284728324909286,0.11759641057465942,0.06831350358760413,0.1069737984950122,0.07865944609262772,0.10761694491913326,0.15266828110290698,0.0409977708487627,0.16302309374391954,0.15813386671327267,0.11379974803367705
7,0.11707928976618762,0.11080704033318638,0.04247425814485747,0.049677807768082935,0.0504172500503835,0.0889338139040797,0.12711293894576609,0.0,0.20236085976782625,0.0806072810575141,0.15973317574581192,0.16444286217466483,0.06326772963720222,0.14645645449338673,0.0360632260925678,0.1149644029762524,0.08274141457612534,0.0588960173870441,0.10130729159797351,0.11782655870054248,0.03272255730527838,0.10342154689996044,0.08311847075483152,0.19173954031900778,0.04880611180630125,0.07456423046973475,0.08825400647815823,0.09537928954806282,0.08567135848253715,0.21874234934989967
8,0.2731512824239208,0.10302534544350896,0.22255028538980748,0.18691295799604823,0.20822161896559682,0.12502404922759114,0.11137144060467011,0.20236085976782625,0.0,0.12673472250430165,0.05739643763393804,0.05461916936100694,0.2495782195237752,0.0722359682473267,0.1960397329665671,0.3062531662783816,0.2600442336644484,0.2568831823996444,0.11957974234835732,0.3156312750761827,0.2022559779087088,0.10374253671172631,0.21365561117328588,0.04758213546145978,0.19816745898149749,0.25199897407575306,0.14077632914676477,0.2658353880051486,0.2597030811356905,0.030954355313263016
9,0.15264256764855033,0.03219421679668644,0.10327242505611602,0.06144914692949361,0.08306929776670594,0.013223210907553785,0.054445258528496826,0.0806072810575141,0.12673472250430165,0.0,0.0813229749374483,0.08642891621714054,0.13599522611535914,0.06612209254273271,0.07208772059785853,0.18171516506135355,0.13628556662031013,0.13107517573879904,0.04256269175568602,0.19017981321921373,0.08138675632370569,0.043572332135347204,0.09587401102562401,0.11260235423056407,0.07913716203808327,0.12728181067575212,0.03447766186165483,0.1433635878474069,0.13540043834452936,0.13962240293751652
